Company Name,ABN,Telephone,Facsimile,Address,Email,Website,Description
Industrial Ideas Pty Ltd,, 1300 269 422,, 171 Collins StreetMelbourne VIC 3124,peter@industrialideas.com.au,https://www.industrialideas.com.au/,"We are Industrial Ideas, a B2B marketing consulting agency based in Melbourne, Australia. We exist to help industrial companies plan, execute, and measure marketing programs that produce real, bottom-line results. Guided by a simple set of behaviours: transparency, accountability, and creativity, along with a solutions-driven approach to all the marketing work we undertake."
Integrated Design & Engineering Solutions,24 100 616 868, 8551 2000,," Unit 5, 2 - 4 Federation WayMentone VIC 3194",,http://www.ides.com.au/,"Integrated Design & Engineering Solutions Pty Ltd (IDES) is a wholly Australian owned company focusing on developing engineering solutions for land systems and vehicles. IDES capabilities are focused on project management, advanced engineering design (CAD), engineering analysis (CAE ﾖ FEA), and systems integration. IDES undertakes activities from initial tender response to concept and styling development, engineering development, release of engineering data pack, project management, project delivery, training and acceptance. IDES operates in the defence, emergency services and automotive market segments."
J C Smale & Sons Pty Ltd,30 351 687 180, 03 9544 7188, 03 9543 7927, 11- 23 Commercial RdNotting Hill VIC 3168,,http://www.jcsmale.com/,"As one of the worlds leading suppliers of automated equipment for the Heavy Clay industry, J C Smale & Co are committed to developing innovative, highly flexible systems using the latest technology to meet the growing demands of today's market. J C Smale is an Australian owned company founded in 1962, and since has brought together leading specialists in the Heavy Clay Industry to design, construct, install and commission a wide variety of equipment. These projects range from small modifications to existing plant to entire turnkey projects. We specialize in the manufacture of plant equipment in areas such as clay preparation, forming, setting and unloading of clay bricks, pavers and roof tiles. All design projects after carefully researched to determine the most appropriate solution. Our Mechanical and Electrical Engineers will ensure the equipment is designed using the latest technology, maximizing energy conservation and return on investment. In addition our team of experienced Installation and Commissioning Engineers are able to train the client operators and engineers on the equipment operation. After more than 40 years of industrial accomplishments, J C Smale continues to seek innovative means of helping the manufacturer face trends of global competition. We welcome the opportunity of sharing our experience and technology with you on your next capital investment. J C Smale have installed equipment throughout Australia as well as worldwide in countries such as United Kingdom, South Africa, USA, Russia, Thailand, China, Indonesia and Malaysia."
Jayco Corporation Pty Ltd,79301936497, 03 9791 6599, 03 9791 2825, 1 Jayco DriveDandenong VIC 3175,info@jayco.com.au,http://www.jayco.com.au,"Australia's most recognised brand for quality and affordable recreational vehicles, Jayco is a great success story of Australian manufacturing. Employing over 800 Australians, Jayco continues as a locally owned family business. Australia's premier manufacturer of recreational vehicles Jayco is Australia's largest manufacturer of recreational vehicles (RVs) with their range of Camper Trailers, Pop-Tops, Caravans and Motor homes which for the past 30 years have been the most popular choice for people who love to travel currently commanding approx. 44% of the overall market. Behind this 30 year success lies the Jayco strength and security. Our large modern manufacturing complex located within the City of Greater Dandenong has over 800 dedicated employees, and is still managed by the original founder. Jayco is clearly the leader in research and development within the RV industry, which continues to boom as more Australians choose to discover their country through experiencing the freedom of the Great Outdoors. Jayco's network of some 32 dealers and even more authorised service agents together with our 12 month Construction Warranty and Customer Care Card ensures peace of mind when you need it most - while travelling. Our spare parts department provides parts back up for both past and present Jayco's. For nearly 40 years we have built a reputation for high quality and excellent value for money. Since its humble beginnings, Jayco has built over 160,000 RVs for Australian's to enjoy."
JBO Engineering,, 03 9725 0688,, 2/2 Shelley CourtKilsyth VIC 3137,sales@jboengineering.com.au,https://www.jboengineering.com.au/,"JBO Engineering has vast expertise in CNC machining. Whether your job is a one-off or production run, we have the experience and knowledge to meet your expectations. With programming, machining, automated inspection and finishing available, we can take your job from concept to completion, with complete peace of mind. For precision engineering services from a team of experts, contact JBO Engineering today."
JDN Monocrane Pty Ltd,, 9797-6666, 9797-3022, 7-11 Nathan RoadDandenong VIC 3175,,http://www.jdn.com.au/,"Founded in 1979 JDN MONOCRANE was a small components manufacturer. When JDN MONOCRANE first entered the lifting equipment market it purchased hoists and components from overseas and fitted them to girders manufactured locally. You've come to the right place at JDN MONOCRANE, Australia's complete crane and hoist company. JDN MONOCRANE is a one stop solutions shop that can design, manufacture, install and service the full range of standard and specialised, customer specific crane solutions. We don't just build custom design cranes, we have a wide selection of readily available cranes for sale too. We are a proud wholly Australian owned and operated company with almost 35 years experience in the crane industry. When you purchase from us, you are buying an Australian designed and manufactured machine that supports local jobs and our local community. Founded in 1979 JDN MONOCRANE was a small components manufacturer. When JDN MONOCRANE first entered the lifting equipment market it purchased hoists and components from overseas and fitted them to girders manufactured locally. Dissatisfaction with the imported products led JDN MONOCRANE to start modifying them to suit specific customer needs. This substantially improved customer service, the finished product and further developed skill sets within JDN MONOCRANE. In the 1990's JDN MONOCRANE developed its own extensive range of hoists, end carriages and associated lifting products. These products have continued to evolve and to exceed customer and industry benchmarks. JDN MONOCRANE is now a one stop solutions shop that can design, manufacture, install and service the full range of standard and specialised, customer specific lifting solutions."
Jenkin Bros Engineers Australia Pty Ltd,14 006 988 530, 03 8727 6600, N/A, 6-8 Ramage StreetBayswater VIC 3153,frank@jenkin.com.au,http://www.jenkin.com.au,"Jenkin Bros Engineer's (Australia) Pty Ltd is proudly a 100% Australian owned company, offering a broad range of engineering services and components.
Melbourne based, our state of the art, 3000m2 engineering facility is located in the heart of Melbourne's eastern suburbs. Jenkin Bros has been a leader within its industry for more than 46 years - we are able to offer wide-ranging experience which has given us an astute ability to deliver sustainable quality performance time after time.
 Our Engineering Products and Services below is a sample of some of the diverse range of products and services.
We provide a broad range of engineering services including CNC Turning and Milling of steel, aluminium, plastics, brass and many other materials using modern equipment supported by the latest CadCam software. We have a full fabrication shop with Laser Cutting, Folding and  Welding.
We are also able to offer our clients a full range of services including all types of heat treatment, component surface finishes as well as decorative and protective finishes. We can also handle any assembly requirements
Our Anti Brake Skid Pole (Sensor) Rings are used widely in the heavy automotive industry.        We are the proud manufacturers of the impressive JENGRIP air-over-hydraulic machine tool vices which greatly enhance productivity in repetitive milling and drilling operations.
It is the policy of Jenkin Bros. Engineers to achieve maximum customer satisfaction by providing products that meet or exceed the specifications and expectations of our customers, and their customers, in every respect. In this regard Jenkin Bros has won numerous awards from its notable clients."
John Berends Implements Pty Ltd,79 007 035 369, 03 9791-2494, 03 9794 5568, 130 Frankston Dandenong RdDandenong VIC 3175,,http://www.johnberendsimplements.com.au/,"John Berends Implements have been manufacturing agricultural machinery for 50 years and have the enviable reputation for being one of the leaders in their field. Berends manufacture and sell predominantly tractor three point linkage mounted machines. The product range is wide and Berends is one of the largest manufacturers of this type in Australia and, more recently, New Zealand. The market position is a result of providing a strong and practical machine at a competitive price. Berends use quality components usually imported from reliable European manufacturers. In many cases, they use better quality components than the more expensive competitors. John Berends Implements have the widest range of linkage machinery in Australia with more than 150 different products. These include grader blades, slashers, post-hole diggers, post drivers, cultivators, mulchers and many more. Additionally, Berends are the sole manufacturers of the Gibbins Rawling range of disc cultivators. John Berends Implements Pty Ltd aim to continue providing strong, reliable and price competitive products well into the future. Despite a direct distribution to over 130 dealers throughout Australia, the company has maintained its close liaison with the farmer. This has resulted in a strong market focus with a better understanding of the farmers needs. With over 30 years experience in the agricultural business, Berends is the benchmark in agricultural machinery. John Berends Implements also have capabilities in thread rolling (up to 32mm), thread cutting (up to 50mm) and wire straightening. Email us for a free quote."
Kaishan Compressors,58 114 574 515, 1300 098 901, 03 8769 2801, 134-140 Atlantic DriveKeysborough VIC 3173,sales@kaishan.com.au,https://www.kaishan.com.au,"Kaishan Compressors (formerly Southern Cross Compressors (Aust) Pty Ltd) is the Australian division of the Kaishan Group of Companies, one of the largest and most advanced designers and manufacturers of compressed air products in the world."
Kingston City Council,80 640 377 247, 9581 4735,, 1230 Nepean HighwayCheltenham VIC 3192,business@kingston.vic.gov.au,http://www.kingston.vic.gov.au/Kingston-Business,"Kingston Council's Business Directions team provides a range of services to all types of businesses within the municipality to foster the development of an innovative, sustainabile and prosperous economy. These activities include:  Strategic Economic Planning  Regional Collaboration and Partnerships  Fostering Innovation and Technology Adoption  Business Education and Skill Development  Business Networking - Making Connections  Retail Precinct support  Business Sustainability  Advocacy - an effective voice for business To find out more about Kingston Council services contact (03) 9581 4735 or business@kingston.vic.gov.au"
Knox City Council,24 477 480 661, 03 9298 8000,, 511 Burwood HighwayWantirna South VIC 3152,,http://www.knox.vic.gov.au/page/HomePage.aspx,"Knox City Council provides services to help create and grow business and the local economy through 4 areas of strategic focus. 1. Understanding our Local Economy and Business Community Research and analysis of economic data, business visits to improve our knowledge of the aspirations and challenges of local businesses. 2. Supporting our Business Business Education and Events, providing opportunities for business networking. 3. Growing our Local Economy Attract new or additional investment to Knox, expand existing businesses, identify new business and investment opportunities, participate in partnerships and regional initiatives. 4. Enabling Prosperous Places Continue work under Council's Place Program and in areas of strategic importance such as Employment Precincts. The KnoxBiz website is your entry point to online services and information to help create and grow business and the local economy. Register to receive the latest information by visiting the KnoxBiz website."
Lake Engineering Pty Ltd,55 006 919 400, 03 9791 5440, 03 9793 7550," Factory 6, 15-17 Moneterey RoadDandenong South VIC 3175",,http://www.lakeengineering.com.au/,"Lake Engineering Pty Ltd, established for over 35 years, is a local family owned business. Our range of CNC Lathes and Machining Centres allow us to produce machined parts to extremely accurate tolerances, with fast and efficient turn around time. Utilizing state of the art Cadcam programming, allows us to upload and design your production requirements efficiently and accurately at competitive prices. We can offer short, medium and long run production supplying a wide range of industries including; aviation, mining and petroleum, automotive, hydraulics, marine, food and medical industries. Our capabilities allow us to work with all types of ferrous and non-ferrous metals as well as a wide range of plastics."
Laser 3D,47 058 026 314, 03 9792-9599, 03 9792 9676," Unit 2, 1368 Heatherton RoadDandenong VIC 3175",,http://www.laser3d.com.au/,"Laser Imaging was initially established to provide laser engraving services to a broad range of industries, utilising both YAG and CO2 laser engraving systems. Laser 3D was created as a division of Laser Imaging in 1992 to fill a void in the laser job shop market by providing the ability to trim formed metal and plastic components. During its rapid growth Laser 3D has installed 6 laser cutting systems in its Melbourne facility, giving the ability to provide a broad range of laser cutting and welding services. In 1999 Laser3D expanded into the Adelaide market by establishing Laser 3D (SA) Pty Ltd. Laser 3D (SA) has 5 laser cutting systems installed providing similar services to the Melbourne facility. Both the Melbourne and Adelaide operations have developed a wide customer base. This ranges from small one person companies to the large primary automotive producers. Quality Laser Imaging and Laser 3D have spent considerable time and resources developing its quality systems with an aim of providing our customers with superior service and products. These efforts culminated in accreditation to QS9000/ISO9002 at our Adelaide facility during 2000. Melbourne also achieved accreditation to QS9000 during 2004. Service As the laser cutting service is often just one stage in producing a finished product, Laser 3D recognise that customers deserve prompt and courteous service in quoting and delivery. To achieve the best possible service, Laser 3D has developed its own computer integrated manufacturing software. This software will now allow registered customers to obtain information on all past and present jobs including, pricing, current order status and past order statistics through this web site. Laser 3D can also provide additional services including folding and powder coating enabling us to supply completed products if required."
Leading Edge Energy,96163318045,481345181,, 1A/96 Buckingham StreetSurry Hills NSW 2010,e.beard@leadingedgeenergy.com.au,https://www.leadingedgeenergy.com.au/,Join the exclusive SEMMA group energy tender run in partnership with Leading Edge Energy.
Lepol Metal Work,76005771399, 03 9555 6112,, 53-55 De Havilland RdMordialloc VIC 3195,info@lepolmetal.com.au,https://lepolmetal.com.au/,"End-To-End Project Support.
Lepol supports your Mechanical services project from value management, design, fabrication then right through to delivery on-site and commissioning."
Liftech Handling and Access,20 069 953 993, 03 9706 5510,, 154-160 DIscovery RoadDandenong South VIC 3175,gary@liftech.com.au,https://www.liftechforklifts.com.au/,"New or Used Forklift & Access Equipment Hire and Sales Looking for short term or long term access equipment and forklift hire? Want to look at new or used forklifts and access equipment for sale? You've come to the right place! Liftech have been offering quality equipment and first class service for over 20 years! What are the benefits of forklift hire through Liftech?  We have been supplying rental equipment to Melbourne for more than 20 years, so we really know our stuff!  We offer both short-term and long-term rentals, from 1 day to 1 year, with flexible finance options.  We source forklifts from some of the most reputable and best-known manufacturers all around the world.  We have a range of models to choose from, including: electric, container mast and narrow aisle.  We employ our own skilled technicians, who take care of all repairs and maintenance for our forklifts.  We have forklifts with various fuel sources available, including: electric (suitable for indoor use), LPG and diesel.  We also have a range of accessories for hire, allowing you to further enhance the use of our machines."
LINAK Australia,87 062 249 450, 8796 9777, 8796 9778, 82-84 Abbott RoadHallam VIC 3803,,http://www.linak.com.au/,"LINAK Australia is a subsidiary of LINAK, an international company founded on a simple idea - electric linear actuation. As an OEM supplier, we develop and manufacture standard and customized, plug and play, actuator systems available in 12, 24 and 36V DC. The LINAK product line includes linear actuators, with lifting capacities from 200-10000 N, lifting columns, with height adjustments from 560-1235 mm, control units, featuring electronic overload protection, handsets and a wide range of accessories to be sold separately or as a system. The LINAK product range is divided into four segments: 1) MEDLINE & CARELINE systems for the hospital and care business 2) HOMELINE systems for companies producing comfort furniture 3) DESKLINE systems offer products dedicated to desk manufacturers 4) TECHLINE systems appeal to the interests of industrial manufacturers LINAK actuator systems have been approved according to the relevant Australian Standards. LINAK strives to develop and deliver high quality systems for a variety of diverse applications. Only your imagination sets the limits! When you choose LINAK, you choose a competent partner with great application and product know-how."
M. Brodribb Pty Ltd,, + 61 3 9832 0222,, 15 Carroll CrescentGlen Iris VIC 3146,sales@brodribb.com.au,http://www.brodribb.com.au/,"MB designs and builds power conversion systems for resource, electricity transmission & distribution, defence and infrastructure markets. We make battery chargers, cathodic protection rectifiers and power & instrument transformers to standard and customer requirements.
Our engineers use their experience to provide a tailored solution using the best technologies of Switchmode or Thyristor power conversion for your DC application. Our independence gives us the widest choice of elements from which to create the best solutions for our customers. Our ISO 9001:2015 certified factory is based in Glen Iris, Victoria where our quality policy is simple; “Pride in our Products”. Here, our skilled trades and engineers work to give you the smoothest project execution. We know that our products are robust and reliable, and we back this with our comprehensive warranty and lifetime product support."
M&S CNC MACHINING,64 489 439 664,356625884,," Factory5, No. 15 Cusack RdLeongatha VIC 3953",mark@mandscnc.com.au,http://www.mandscnc.com.au/,"Originating from the general engineering sector back in 1998, M&S CNC has forged itself a Niche in Precision production of Components in the Specialised areas of Aluminium and Stainless Steel.
Many Manufacturing problems have been solved for Australian Technology Companies through our diverse thinking and processing."
Mack Valves Pty Ltd,99094830145,397375200,, 30 Burgess RoadBayswater VIC 3153,sales@mackvalves.com,https://mackvalves.com/,"Mack Valves has been manufacturing valves in Melbourne Victoria for over 80 years and has supported a large range of industries, and built up a variety of solutions for different needs.  With those years of experience, Mack has become clearly focused across some core industries; Water Management, Cryogenic, General/Steam, Fire Protection, Defence and Oxygen Service, with a core product range to support each one."
Mackay Consolidated Industries,, 1300 020 374,, 894 Taylors RoadDandenong South VIC 3175,info@mackayrubber.com.au,https://www.mackayrubber.com.au/,"Mackay is Australia’s largest and most trusted designer, manufacturer, and distributor of a diverse range of engineered rubber and rubber composite products. Servicing both local and global automotive, defence, industrial, rail and technical markets."
Macpherson Kelly,19 122 450 337, 03 9794 2600, 03 9794 2550, 40 - 42 Scott StreetDandenong VIC 3175,,http://www.mk.com.au/,"At M+K our manufacturing team is passionately committed to ensuring Australian manufacturing stays viable, strong and most importantly, here. Some of our team comes from manufacturing backgrounds and they know what it's like out there and how they can help you. The team has expertise in: Intellectual Property + Trade  Brand protection strategies  Confidential information  Privacy issues  Distribution agreements  Licence Agreements  Terms and conditions of sale, purchase or tenders  Trade marks, patents, copyright, designs, advice and registration  Trade practices and ACCC issues and advice  International trade and Customs advice Workplace Relations  Advice about staff  Workplace agreements and workplace change  Employee, independent contractor and consultancy contracts  Restructuring and redundancies  OH&S and WorkCover  Discrimination and sexual harassment claims Disputes + Litigation  Investigations by the ACCC or ASIC  Commercial disputes with customers and suppliers  Faulty machinery  Property and leasing disputes  Enforcing intellectual property rights  Revenue     Debt recovery   Improve credit control procedures   Insolvency advice and disputes     Transaction + Property  Sales and acquisitions of businesses  Business structuring and tax advice  Agreements between business owners  Assisting with raising capital  Sales and acquisitions of commercial property  Documenting and advising on property leases Why are we different? We firmly believe that businesses are built on relationships. Therefore, building relationships with you is our business. We put this into practice by investing in ourselves so your business reaps the benefits, actively participating in industry to ensure your business reeives relevant advice, and by recommending a patth to take so your business can make quick by thoughtful decisions. You need lawyers that understand how their success relies on your success. You need lawyers that genuinely care. You need lawyers that are passionate about what they do - and about what you do. To find out more about M+K's Manufacturing expertise visit the industry page or to find out more about the Head of Manufacturing, James Sturgess, click here. M+K is a commercial law firm with offices in Victoria, New South Wales, Tasmania and Queensland. We have more than 50 Principals and 300 staff across four states."
MadeCo Australia,41 95 385 392, 03 9792 4321,, 34-38 Edison RoadDandenong South VIC 3175,,http://www.madeco.com.au/,"MadeCo Australia, is the leading suppliers of ready to assemble and assembled cabinetry for the trade. We pride ourselves on providing a business model that works along with the trade to supply customised cabinetry for each individual client needs, business tools such as quoting software and 3D drawing programmes that link with our manufacturing systems, a top quality showroom available for the trade to use as their own plus mentoring for the cabinetmaker or builder as the need arises. Our aim is to eliminate the unnecessary costs and overheads many cabinetmakers and builders have by providing a full solution to providing high quality Australian made cabinetry as one off jobs or large commercial projects."
Magna Plas Pty Ltd,35 005 691 350, 03 5979 4222,, 1/7 Bray StreetHastings VIC 3915,sales@magnaplas.com.au,https://magnaplas.com.au/,"Magna Plas Pty Ltd Victoria is a well-established Engineering Plastics & Plastics Manufacturing business, successfully launched in 1985.  Located on the Mornington Peninsula in Victoria, Australia, Magna Plas can supply all you with all your engineered plastic needs.  With knowledge and experience passed down from a family business that began in 1959, Magna Plas Victoria is proud we can supply you with your engineered plastic requirements while providing high quality products and exceptional customer service."
Manufacturing Insurance Brokers,79 640 560 201, 0429 400 026,, Level 10 / 14 Mason StreetDANDENONG VIC 3175,manufacturing@mclardymcshane.com.au,https://mmse.com.au/mib/,Manufacturing Insurance Brokers are a specialist division of McLardy McShane South East and deal exclusively with the Manufacturing sector. 
Mapien,, 03 9109 9800,," Level 7, 10 Queen StreetCBD VIC 3000",hello@mapien.com.au,https://www.mapien.com.au/,"We're celebrating our 40th Anniversary! For almost 40 years our workplace strategists have represented our clients in all aspects of workplace problems. We've mastered the art of designing, resourcing, & developing workplaces to enhance organisational performance & create people impact!"
Marand Precision Engineering Pty Ltd,59004763688, 03 8552 0600,, 153 Keys RoadMoorabbin VIC 3189,sales@marand.com.au,https://www.marand.com.au/,"Marand is a privately owned Australian company with international clientele. We are a leading supplier to industry of high-quality precision tooling, machine tools and highly engineered automated production solutions. We have experience in most key manufacturing industries including automotive, aerospace, defence, mining, aviation, rail, food processing, white goods and general manufacturing. Marand's customer base is predominately Blue chip organisations including Lockheed Martin, Boeing, BAE Systems, Ford, BHP, Rio Tinto and Holden for which it designs and manufactures complex innovative equipment."
McKinna Group,51 088 110 169, 03 9580 4440,, 116 Malcolm RoadBraeside VIC 3195,sales@mckinnagroup.com.au,https://www.mckinnagroup.com.au,"McKinna deliver high quality fabricated products to a broad range of partners across Australia and Internationally, providing tailored solutions and services. With over 60 years of proven experience in metal services, continual investment into leading technologies, McKinna has become a leading metal product solution provider."
Melbourne Brick,68 123 372 396, 1300 722 102, 03 8786 4110, 227 Princes HwyHallam VIC 3803,,http://www.melbournebrick.com.au/,"Melbourne Brick is the leading outdoor products retailer in Melbourne. From bricks, pavers and retaining walls to a whole range of outdoor landscaping and design products, Melbourne Brick helps turns outdoor dreams into a dream outdoors. Melbourne Brick have a state of the art wet cast paving manufacturing plant at the HALLAM Head Office. Melbourne Brick have one of the leading ranges of artificial grass - Supernatural Grass; a range of water tanks and water storage solutions; shade solutions,landscaping products and landscape design solutions. From four display super stores at Hallam, Glen Iris, Bayswater and Hoppers Crossing, Melbourne Brick market to trade and retail customers."
Mescon,, 03 8566 8482,, PO Box 7Mentone VIC 3194,contactus@mescon.com.au,https://mescon.com.au/,"As system integrators, we provide solutions for the seamless integration of PLC, SCADA and MES to bridge the gaps between technologies, teams and areas of your plant site. We bring our expertise in automation & control systems engineering to assist you in unlocking Industry 4.0 and moving your factory into the era of smart manufacturing and beyond."
Metal Industries Insurance Brokers,15 006 568 501, (03) 9797 2913,," Suite 3, 73 Robinson StreetDandenong VIC 3175",info@miib.com.au,https://www.miib.au/,"Metal Industries Insurance Brokers (MIIB) specialise in arranging tailored, industry specific products and insurance programs exclusively for SME and corporate clients within the metal industry. We have a wealth of experience accumulated over many years in dealing with risks within the industry, and will provide you with specialist technical advice when reviewing your insurance program."
Metaltex Australia Pty Ltd,20 098 821 071, 9706 6106,, 18-24 Evolution DriveDandenong South VIC 3175,,http://metaltex.com.au/,"Metaltex is a privately-owned quality accredited manufacturing company and a leading OEM supplier to industry of high-quality precision manufactured steel products. We have experience in a wide range of key manufacturing industries and our partners span a variety of industries including, automotive, aerospace, defence, infrastructure, aviation, mining, energy, rail and rolling stock, food processing, entertainment, RV, point of sale water transfer and storage, agriculture, electronics and general manufacturing."
Micro Plastics Pty Ltd,43 521 963 958, 9793 6928, 9793 6982, 39-45 Nissan DriveDandenong South VIC 3175,sales@microplas.com.au,http://www.microplas.com.au,"Micro Plastics was established in 1977 as a custom injection moulder to the plastics industry. Micro Plastics was originally located in the Braeside area in Melbourne, VIC, but as demand grew, so did our number of moulding machines. To accommodate this, we relocated to purpose built premises in Dandenong South, Melbourne, VIC. We are now located in a 4,000 square metre building which houses 19 modern injection moulding machines ranging in size from 80 ton to 480 ton. Whilst Micro's main business has been in retail housewares they also produce items for the lighting, spa & pool, automotive & natural gas industries."
MJC Partners Pty Ltd,1234, 03 9794 8180,, 49 Robinson StreetDandenong VIC 3175,,http://www.mjca.com.au/,"MJC PARTNERS PTY LTD brings together people whose focus is to give you and your business the direction to tap into your true potential and create wealth and freedom. We are a business services company, designed to help you achieve your business development, financial and personal wealth creation goals. We are here to help you with your taxation and accounting requirements."
Mobile Automation,34076319376, 03 9761 8500,, 65 Canterbury RoadMontrose VIC 3765,craigtaylor@mobileautomation.com.au,http://www.mobileautomation.com.au/,"Whether its labour hire of a qualified electrician, a major electrical or automation project, plc programming, power factor correction, turn key robotic sysytems, solar installations..... or a host of other electrical solutions, Mobile Automation is your one-stop-shop. Utilising our in-house people & technology, we offer peace of mind to companies who seek professional, reliable and quality services for all electrical, automation and industrial robotic needs. Mobile Automation works collaboratively with you from initial concept right through to project completion and beyond."
Monash City Council,, 03 9518 3555,, 293 Springvale RoadGlen Waverley VIC 3150,mail@monash.vic.gov.au,http://www.monash.vic.gov.au/Home,"Monash is Victoria’s second largest employment destination, after the Melbourne CBD.  It is the intellectual and economic heart of Melbourne where universities, research institutions, and industry meet.  Currently with more than 20,000 businesses providing almost 130,000 jobs, this substantial economy is set to grow with the area recognised as a National Employment and Innovation Cluster."
Monash University,12377614012, 9902 0446,, Wellington RoadClayton VIC 3800,,http://www.monash.edu/,"Monash University is the largest university in Australia, ranked in the world's top 100 and a member of the prestigious Group of Eight. We're named after Sir John Monash, and fuelled by his desire for our students to leave here with a greater sense of purpose, and the skills and confidence to create positive change. In under 60 years, we've grown from a single campus into an education and research powerhouse with a presence on four continents, committed to the challenges of the age. Our work is making an impact all over the world, from bringing clean water to villages in Africa to creating new life-saving medicines. A desire to make a difference We're active in over 150 fields of research and work closely with government and industry. Many of our ideas - such as a new Malaria vaccine and 3D-printed engines and body parts- have been commercialised and are making a difference to the world we live in every day. Innovative partnerships Home to various precincts of innovation, we foster collaboration across traditional and unexpected disciplines. We build teams and form links, we bring together diverse minds - researchers, companies, businesses and technology - creating knowledge hubs of the future. Our rankings - We're in the world's top 100 universities (74th in the Times Higher Education World University Rankings 2016-2017) - 5 stars for staff qualifications and student retention (The Good Universities Guide 2017) - No. 1 in Australia for Engineering and Technology (Times Higher Education Rankings by Subject 2016) - Top 50 in the world for many disciplines including immunology, material science, pharmacology, social science and public health (USNWR Rankings by Subject 2016) - Voted No. 1 in Australia for graduate employability by local recruiters (Times Higher Education 2016-2017) Discover more at www.monash.edu"
Morgan Technical Ceramics,080 086 906, 03 9550 9137, 03 9550 9125, 4 Redwood DriveNotting Hill VIC 3168,,http://www.mtcmelbourne.com/,"Morgan Technical Ceramics Melbourne (MTC Melbourne) formerly Carpenter Advanced Ceramics, produces its world renowned MgO PSZ at its manufacturing facility in South East Melbourne, Australia. MTC Melbourne's MgO PSZ is used extensively throughout the severe service industry, combating wear and corrosion in a diverse range of applications. MTC Melbourne specialises in the production of wear and corrosion resistant components from its world renowned Nilcra Zirconia. We have been the leading producer of transformation toughened Zirconia ceramics for over 2 decades. Our strength is in providing customers with the means of designing and engineering highly cost effective solutions in Nilcra Zirconia. Offering a wide range of industrial wear and corrosion resistant components we can deliver high performance Zirconia ceramic solutions for applications in many industries such as oil and gas, automotive and commercial manufacturing. For over 2 decades we have specialised in working with customers to convert components made from convention material hardened metals and alloys to Zirconia Ceramic which increases product life by as much as 10-20 times. Morgan Technical Ceramics excels as a problem solver. We pride ourselves as a partner who is constantly seeking creative alternatives to traditional methods and materials. Many customers come to us first with new challenges, knowing that we have the expertise and the inventiveness to see possibilities rather than limits."
Mornington Peninsula Shire,, 1300 850 600,, 90 Besgrove StreetRosebud VIC 3939,customerservice@mornpen.vic.gov.au,https://www.mornpen.vic.gov.au/Home,"Mornington Peninsula Shire is responsible for more than 70 services from family and children’s services, traffic regulation, open space, youth facilities, waste management and community building; to matters concerning business development, planning for appropriate development and ensuring accountability for Council’s budget. This broad range of community services and infrastructure for residents supports the wellbeing and prosperity of our community."
Morrows Logistics,, 03 9767 2600,, 150-160 Bridge RoadKeysborough VIC 3173,enquiries@morrowslogistics.com.au,https://www.morrowslogistics.com.au/,"Morrows Logistics is located in the South East of Melbourne and is one of Victoria’s leading Logistics companies. Specialising in regional transport, we provide a daily service to all areas of Victoria, Southern NSW and South Eastern SA with our own fleet of vehicles, ranging in size from vans to semi-trailers and b-double truck transport."
Morse Air Systems,65789459635, 03 9758 7733,397582366, 5 DempsterFerntree Gully VIC 3156,,http://www.morseairsystems.com.au/,"Morse Air Systems is a fully Australian owned and operated company offering products and services for all Industrial Air Movement Applications. At Morse Air Systems we employ different designs, different materials and unique approaches to solve a wide range of air movement situations. We design and manufacture an extensive range of industrial fans and blowers. This, coupled with our installation and maintenance services, enable us to provide the complete package for our customers."
National Australia Bank,12 004 044 937, 9767 9610, 1300 553 171, 3 Ordish RoadDandenong South VIC 3175,,http://www.national.com.au/,"Statement of Corporate Principles: These principles outline the way we do things at the National in all parts of our business. They have been developed to create and deliver consistently superior value to our: Shareholders Customers Employees Communities Our core beliefs and values are based on the following principles:- We will be open and honest We take ownership and hold ourselves accountable (for all of our actions) We expect teamwork and collaboration across our organisation for the benefit of all stakeholders We treat everyone with fairness and respect We value speed, simplicity and efficient execution of our promises"
Nestadt Consulting,,418330948,, 7 Henderson AvenueMalvern VIC 3144,kevin@nestadt.com.au,https://www.nestadt.com.au/,"Nestadt Consulting was established in 1989 by Kevin Nestadt who has eighteen years management consulting experience and eleven years' experience as CEO of a successful manufacturing business, 'Mackay Trailers', based in Melbourne's Southern suburbs and was a long time SEMMA member. Nestadt Consulting offers consultancy services and specialist expertise in the following areas:    Board and Management Level Advice      Strategic Business Turnaround & Process Improvement Support      Business Diagnostics, Strategy and Planning    Operational Performance Improvement with a Focus on ""Lean"" methodologies Nestadt Consulting aims to challenge the status quo in the client's organisation, and facilitate learning and change, bringing specialist expertise to bear on the outcome. Kevin is an effective listener, a good communicator & has an inclusive style - enabling him to get traction and effective change in organisations. He has detailed process improvement knowledge, business knowhow, good facilitative & people skills, as well as follow through ""to get the job done"". Kevin holds a Bachelor of Science in Mechanical Engineering, and a Master of Science in Industrial Engineering, both from the University of the Witwatersrand, Johannesburg."
New Touch Industries,, 03 9720 8248,, Cnr Malvern Street & Edelmaier StreetBayswater VIC 3153,sales@ntiv2.com.au,https://www.newtouchfab.com.au/,"New Touch Industries is certified to ISO 9001 and employ approximately 65 staff operating over multiple sites in Victoria, our skilled welders are certified to AS 1554."
